module_name	pathway_name	original_ko_rule	converted_rule	human_readable
M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10619+K16303+K16304+K18227 K10620 K10621 K10622 K10623	K10619&K16303&K16304&K18227__K10620__K10621__K10622__K10623	K10619 & K16303 & K16304 & K18227 __ K10620 __ K10621 __ K10622 __ K10623
M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K04116 K04117 K07534 K07535 K07536	K04116__K04117__K07534__K07535__K07536	K04116 __ K04117 __ K07534 __ K07535 __ K07536
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	(K04112+K04113+K04114+K04115,K19515+K19516) K07537 K07538 K07539	((K04112&K04113&K04114&K04115)|(K19515&K19516))__K07537__K07538__K07539	( ( K04112 & K04113 & K04114 & K04115 ) | ( K19515 & K19516 ) ) __ K07537 __ K07538 __ K07539
M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	K08689+K15750+K18087+K18088 K08690 K00462 K10222	K08689&K15750&K18087&K18088__K08690__K00462__K10222	K08689 & K15750 & K18087 & K18088 __ K08690 __ K00462 __ K10222
M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	K15751-K15752-K15753 K15754+K15755 K15756	K15751__K15754&K15755__K15756	K15751 __ K15754 & K15755 __ K15756
M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666  K04073	(((K05708&K05709&K05710&K00529)&K05711)|K05712)__K05713__K05714__K02554__K01666__K04073	( ( ( K05708 & K05709 & K05710 & K00529 ) & K05711 ) | K05712 ) __ K05713 __ K05714 __ K02554 __ K01666 __ K04073
M00546	Purine degradation, xanthine => urea	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477	((K00106)|(K00087&K13479&K13480)|(K13481&K13482)|(K11177&K11178&K13483))__(K00365|K16838|K16839|K22879)__((K13484)|(K07127&(K13485|K16838|K16840)))__(K01466|K16842)__K01477	( ( K00106 ) | ( K00087 & K13479 & K13480 ) | ( K13481 & K13482 ) | ( K11177 & K11178 & K13483 ) ) __ ( K00365 | K16838 | K16839 | K22879 ) __ ( ( K13484 ) | ( K07127 & ( K13485 | K16838 | K16840 ) ) ) __ ( K01466 | K16842 ) __ K01477
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	K03268+K16268+K18089+K18090 K16269	K03268&K16268&K18089&K18090__K16269	K03268 & K16268 & K18089 & K18090 __ K16269
M00548	Benzene degradation, benzene => catechol	K16249+K16243+K16244+K16242+K16245+K16246	K16249&K16243&K16244&K16242&K16245&K16246	K16249 & K16243 & K16244 & K16242 & K16245 & K16246
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)	(K00844|K00845|K25026|K12407|K00886)__(K01835|K15779|K15778)__(K00963|K12447)	( K00844 | K00845 | K25026 | K12407 | K00886 ) __ ( K01835 | K15779 | K15778 ) __ ( K00963 | K12447 )
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	K02821+K02822+K03475 K03476 K03078 K03079 K03077	K02821&K02822&K03475__K03476__K03078__K03079__K03077	K02821 & K02822 & K03475 __ K03476 __ K03078 __ K03079 __ K03077
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	K05549+K05550+K05784 K05783	K05549&K05550&K05784__K05783	K05549 & K05550 & K05784 __ K05783
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K01684 K00883 K01631 K00134 K00927	K01684__K00883__K01631__K00134__K00927	K01684 __ K00883 __ K01631 __ K00134 __ K00927
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	K00849 K00965	K00849__K00965	K00849 __ K00965
M00555	Betaine biosynthesis, choline => betaine	(K17755,((K00108,K11440,K00499) (K00130,K14085)))	(K17755|((K00108|K11440|K00499)&(K00130|K14085)))	( K17755 | ( ( K00108 | K11440 | K00499 ) & ( K00130 | K14085 ) ) )
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	K14082 ((K16177-K16176),(K16179-K16178),(K14084-K14083)) K00399+K00401+ K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+ K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	K14082__((K16177)|(K16179)|(K14084))__K00399&K00401&K00402__((K22480&K22481&K22482)|(K03388&K03389&K03390)|(K08264&K08265)|(K03388&K03389&K03390&K14127&((K14126&K14128)|(K22516&K00125))))	K14082 __ ( ( K16177 ) | ( K16179 ) | ( K14084 ) ) __ K00399 & K00401 & K00402 __ ( ( K22480 & K22481 & K22482 ) | ( K03388 & K03389 & K03390 ) | ( K08264 & K08265 ) | ( K03388 & K03389 & K03390 & K14127 & ( ( K14126 & K14128 ) | ( K22516 & K00125 ) ) ) )
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	K00975 K00703 (K00700,K16149) K01214 K06044 K01236	K00975__K00703__(K00700|K16149)__K01214__K06044__K01236	K00975 __ K00703 __ ( K00700 | K16149 ) __ K01214 __ K06044 __ K01236
M00567	Methanogenesis, CO2 => methane	(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204)) K00672 K01499 (K00319,K13942) K00320 (K00577+K00578+K00579+K00580+K00581-K00582-K00583+ K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+ K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	(K00200&K00201&K00202&K00203&(K00205|K11260|K00204))__K00672__K01499__(K00319|K13942)__K00320__(K00577&K00578&K00579&K00580&K00581&K00584)__(K00399&K00401&K00402)__((K22480&K22481&K22482)|(K03388&K03389&K03390)|(K08264&K08265)|(K03388&K03389&K03390&K14127&((K14126&K14128)|(K22516&K00125))))	( K00200 & K00201 & K00202 & K00203 & ( K00205 | K11260 | K00204 ) ) __ K00672 __ K01499 __ ( K00319 | K13942 ) __ K00320 __ ( K00577 & K00578 & K00579 & K00580 & K00581 & K00584 ) __ ( K00399 & K00401 & K00402 ) __ ( ( K22480 & K22481 & K22482 ) | ( K03388 & K03389 & K03390 ) | ( K08264 & K08265 ) | ( K03388 & K03389 & K03390 & K14127 & ( ( K14126 & K14128 ) | ( K22516 & K00125 ) ) ) )
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	K03381 K01856 K03464 (K01055,K14727)	K03381__K01856__K03464__(K01055|K14727)	K03381 __ K01856 __ K03464 __ ( K01055 | K14727 )
M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)	(K00446|K07104)__((K10217&K01821&K01617)|K10216)__(K18364|K02554)__(K18365|K01666)__(K18366|K04073)	( K00446 | K07104 ) __ ( ( K10217 & K01821 & K01617 ) | K10216 ) __ ( K18364 | K02554 ) __ ( K18365 | K01666 ) __ ( K18366 | K04073 )
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826	(K17989|K01754)__K01652&(K01653|K11258)__K00053__K01687__K00826	( K17989 | K01754 ) __ K01652 & ( K01653 | K11258 ) __ K00053 __ K01687 __ K00826
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)	K02169__(K00647|K09458)__K00059__K02372__K00208__(K02170|K09789|K19560|K19561)	K02169 __ ( K00647 | K09458 ) __ K00059 __ K02372 __ K00208 __ ( K02170 | K09789 | K19560 | K19561 )
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	K16593 K00652 K19563 K01935 K01012	K16593__K00652__K19563__K01935__K01012	K16593 __ K00652 __ K19563 __ K01935 __ K01012
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	K01906 K00652 (K00833,K19563) K01935 K01012	K01906__K00652__(K00833|K19563)__K01935__K01012	K01906 __ K00652 __ ( K00833 | K19563 ) __ K01935 __ K01012
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	(K00625,K13788,K15024) K00925	(K00625|K13788|K15024)__K00925	( K00625 | K13788 | K15024 ) __ K00925
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	(K08094 (K08093,K13812),K13831) K01807	((K08094&(K08093|K13812))|(K13831))__K01807	( ( K08094 & ( K08093 | K13812 ) ) | ( K13831 ) ) __ K01807
M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	K17222+K17223+K17224-K17225-K22622+K17226+K17227	K17222&K17223&K17224&K17226&K17227	K17222 & K17223 & K17224 & K17226 & K17227
M00596	Dissimilatory sulfate reduction, sulfate => H2S	K00958 (K00394+K00395) (K11180+K11181)	K00958__(K00394&K00395)__(K11180&K11181)	K00958 __ ( K00394 & K00395 ) __ ( K11180 & K11181 )
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	K10977 K16792+K16793 K10978	K10977__K16792&K16793__K10978	K10977 __ K16792 & K16793 __ K10978
M00609	Cysteine biosynthesis, methionine => cysteine	K00789 K17462 K01243 K07173 K17216 K17217	K00789__K17462__K01243__K07173__K17216__K17217	K00789 __ K17462 __ K01243 __ K07173 __ K17216 __ K17217
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+ K18210) (K01902+K01903) (K00174+K00175+K00176+K00177)	(K00169&K00170&K00171&K00172)__(K01959&K01960)__K00024__(K01677&K01678)__(K18209&K18210)__(K01902&K01903)__(K00174&K00175&K00176&K00177)	( K00169 & K00170 & K00171 & K00172 ) __ ( K01959 & K01960 ) __ K00024 __ ( K01677 & K01678 ) __ ( K18209 & K18210 ) __ ( K01902 & K01903 ) __ ( K00174 & K00175 & K00176 & K00177 )
M00622	Nicotinate degradation, nicotinate => fumarate	K18029+K18030 K14974 K18028 K15357 K13995 K01799	K18029&K18030__K14974__K18028__K15357__K13995__K01799	K18029 & K18030 __ K14974 __ K18028 __ K15357 __ K13995 __ K01799
M00623	Phthalate degradation, phthalate => protocatechuate	K18068+K18069 K18067 K04102	K18068&K18069__K18067__K04102	K18068 & K18069 __ K18067 __ K04102
M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	K18074+K18075+K18077 K18076	K18074&K18075&K18077__K18076	K18074 & K18075 & K18077 __ K18076
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	(K18106,K19634) K18102 K18103 K18107	(K18106|K19634)__K18102__K18103__K18107	( K18106 | K19634 ) __ K18102 __ K18103 __ K18107
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)	K01812__K00041__((K01685)|(K16849&K16850))__K00874__(K01625|K17463)	K01812 __ K00041 __ ( ( K01685 ) | ( K16849 & K16850 ) ) __ K00874 __ ( K01625 | K17463 )
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	K01785 K00849 K00965 K01784	K01785__K00849__K00965__K01784	K01785 __ K00849 __ K00965 __ K01784
M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	K05308 K18126 K11395 K18978	K05308__K18126__K11395__K18978	K05308 __ K18126 __ K11395 __ K18978
M00636	Phthalate degradation, phthalate => protocatechuate	K18251+K18252-K18253-K18254 K18255 K18256	K18251&K18252__K18255__K18256	K18251 & K18252 __ K18255 __ K18256
M00637	Anthranilate degradation, anthranilate => catechol	(K05599+K05600+K11311,K16319+K16320+K18248+K18249)	((K05599&K05600&K11311)|(K16319&K16320&K18248&K18249))	( ( K05599 & K05600 & K11311 ) | ( K16319 & K16320 & K18248 & K18249 ) )
M00638	Salicylate degradation, salicylate => gentisate	K18242+K18243+K14578+K14581	K18242&K18243&K14578&K14581	K18242 & K18243 & K14578 & K14581
M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	K18385 K18386 K18387	K18385__K18386__K18387	K18385 __ K18386 __ K18387
M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin	K12743 K04126 K10852	K12743__K04126__K10852	K12743 __ K04126 __ K10852
M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	K12743 K04126 K04127 K12744 K12745 K04128 K18062 K18063	K12743__K04126__K04127__K12744__K12745__K04128__K18062__K18063	K12743 __ K04126 __ K04127 __ K12744 __ K12745 __ K04128 __ K18062 __ K18063
M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate	K12673 K12674 K12675 K12676	K12673__K12674__K12675__K12676	K12673 __ K12674 __ K12675 __ K12676
M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate	K18317 K18316 K18315	K18317__K18316__K18315	K18317 __ K18316 __ K18315
M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	K19102+K19103+K05375 K19104 K19105 K19106	K19102&K19103&K05375__K19104__K19105__K19106	K19102 & K19103 & K05375 __ K19104 __ K19105 __ K19106
M00740	Methylaspartate cycle	K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282  K00024	K01647__K01681__K00031__K00261__K19268&K01846__K04835__K19280__K14449__K19281__K19282__K00024	K01647 __ K01681 __ K00031 __ K00261 __ K19268 & K01846 __ K04835 __ K19280 __ K14449 __ K19281 __ K19282 __ K00024
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)	((K01965&K01966)|(K11263&((K18472)|(K19312&K22568)))|(K01964&K15036&K15037))__K05606__((K01847)|(K01848&K01849))	( ( K01965 & K01966 ) | ( K11263 & ( ( K18472 ) | ( K19312 & K22568 ) ) ) | ( K01964 & K15036 & K15037 ) ) __ K05606 __ ( ( K01847 ) | ( K01848 & K01849 ) )
M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	K10011 K07806 K10012 K13014	K10011__K07806__K10012__K13014	K10011 __ K07806 __ K10012 __ K13014
M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05826 K19412 K05828 K05829 K05830 K05831	K05826__K19412__K05828__K05829__K05830__K05831	K05826 __ K19412 __ K05828 __ K05829 __ K05830 __ K05831
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15988+K24555+K24556+K24557+K24558 K15989+K15990 K15992 K15991 K15993 K15994  K15995 K15996	K15988&K24555&K24556&K24557&K24558__K15989&K15990__K15992__K15991__K15993__K15994__K15995__K15996	K15988 & K24555 & K24556 & K24557 & K24558 __ K15989 & K15990 __ K15992 __ K15991 __ K15993 __ K15994 __ K15995 __ K15996
M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K10817+K24563+K24564 K14366 K14367 K14368+K15997 K14370 K14369	K10817&K24563&K24564__K14366__K14367__K14368&K15997__K14370__K14369	K10817 & K24563 & K24564 __ K14366 __ K14367 __ K14368 & K15997 __ K14370 __ K14369
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K16007+K24565+K24566 K16008 K16009 K13320 K16010	K16007&K24565&K24566__K16008__K16009__K13320__K16010	K16007 & K24565 & K24566 __ K16008 __ K16009 __ K13320 __ K16010
M00776	Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin	K16000+K16001+K16002-K16003 K16004 K16005 K16006	K16000&K16001&K16002__K16004__K16005__K16006	K16000 & K16001 & K16002 __ K16004 __ K16005 __ K16006
M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)	K05551&K05552&K05553__(((K05554|K14249|K15884|K15885)&(K05555|K14250))|(K15886))	K05551 & K05552 & K05553 __ ( ( ( K05554 | K14249 | K15884 | K15885 ) & ( K05555 | K14250 ) ) | ( K15886 ) )
M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556 (K14626,K14627) (K14628,K14629) (K14630+K14631,K14632)	K05556__(K14626|K14627)__(K14628|K14629)__((K14630&K14631)|(K14632))	K05556 __ ( K14626 | K14627 ) __ ( K14628 | K14629 ) __ ( ( K14630 & K14631 ) | ( K14632 ) )
M00780	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14251 K14252 K14253 K14254 K14255 K14256 K21301	K14251__K14252__K14253__K14254__K14255__K14256__K21301	K14251 __ K14252 __ K14253 __ K14254 __ K14255 __ K14256 __ K21301
M00781	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	K15941 K15942 K15943 K15944	K15941__K15942__K15943__K15944	K15941 __ K15942 __ K15943 __ K15944
M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15959 K15960 K15961 K15963 K15964 K15965 K15966 K15967	K15959__K15960__K15961__K15963__K15964__K15965__K15966__K15967	K15959 __ K15960 __ K15961 __ K15963 __ K15964 __ K15965 __ K15966 __ K15967
M00783	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15968 K15969 K15886 -K15970 K15971 K15972	K15968__K15969__K15886__K15971__K15972	K15968 __ K15969 __ K15886 __ K15971 __ K15972
M00784	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19566 K19567 K19568 K19569 K19570	K19566__K19567__K19568__K19569__K19570	K19566 __ K19567 __ K19568 __ K19569 __ K19570
M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	K19741 K19723 K19726  K19725 K19724 K19727	K19741__K19723__K19726__K19725__K19724__K19727	K19741 __ K19723 __ K19726 __ K19725 __ K19724 __ K19727
M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K18281 K14132 K17475 K18280 K17827 K17826 K14134 K17825 K18279	K18281__K14132__K17475__K18280__K17827__K17826__K14134__K17825__K18279	K18281 __ K14132 __ K17475 __ K18280 __ K17827 __ K17826 __ K14134 __ K17825 __ K18279
M00787	Bacilysin biosynthesis, prephenate => bacilysin	K19546 K19547 K19550 K19549 K19548 K13037	K19546__K19547__K19550__K19549__K19548__K13037	K19546 __ K19547 __ K19550 __ K19549 __ K19548 __ K13037
M00788	Terpentecin biosynthesis, GGAP => terpentecin	K19835 K19834	K19835__K19834	K19835 __ K19834
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K14266 K19884 K19885 K19886+K19887 K19888 K19889	K14266__K19884__K19885__K19886&K19887__K19888__K19889	K14266 __ K19884 __ K19885 __ K19886 & K19887 __ K19888 __ K19889
M00790	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	K14266 K19981 K14257 K19982	K14266__K19981__K14257__K19982	K14266 __ K19981 __ K14257 __ K19982
M00793	dTDP-L-rhamnose biosynthesis	K00973 K01710 (K01790 K00067,K23987)	K00973__K01710__((K01790&K00067)|(K23987))	K00973 __ K01710 __ ( ( K01790 & K00067 ) | ( K23987 ) )
M00794	dTDP-6-deoxy-D-allose biosynthesis	K13312 K13313	K13312__K13313	K13312 __ K13313
M00795	dTDP-beta-L-noviose biosynthesis	K19855 K12710 K17625	K19855__K12710__K17625	K19855 __ K12710 __ K17625
M00796	dTDP-D-mycaminose biosynthesis	K19853 K19854 K13307	K19853__K19854__K13307	K19853 __ K19854 __ K13307
M00797	dTDP-D-desosamine biosynthesis	K13308 K13309 (K13310,K16436) (K13311,K13326)	K13308__K13309__(K13310|K16436)__(K13311|K13326)	K13308 __ K13309 __ ( K13310 | K16436 ) __ ( K13311 | K13326 )
M00798	dTDP-L-mycarose biosynthesis	K16435 K13315 K13317 (K13316,K16438) K13318	K16435__K13315__K13317__(K13316|K16438)__K13318	K16435 __ K13315 __ K13317 __ ( K13316 | K16438 ) __ K13318
M00799	dTDP-L-oleandrose biosynthesis	K16435 K13315 K16438 K19856 K19857	K16435__K13315__K16438__K19856__K19857	K16435 __ K13315 __ K16438 __ K19856 __ K19857
M00800	dTDP-L-megosamine biosynthesis	K16435 K16436 K13326 K16438 K13322	K16435__K16436__K13326__K16438__K13322	K16435 __ K16436 __ K13326 __ K16438 __ K13322
M00801	dTDP-L-olivose biosynthesis	K16435 K13327 K19858 K13319	K16435__K13327__K19858__K13319	K16435 __ K13327 __ K19858 __ K13319
M00802	dTDP-D-forosamine biosynthesis	K16435 K13327 K13328 K13329 K13330	K16435__K13327__K13328__K13329__K13330	K16435 __ K13327 __ K13328 __ K13329 __ K13330
M00803	dTDP-D-angolosamine biosynthesis	K16435 K19859 K16436 K13332	K16435__K19859__K16436__K13332	K16435 __ K19859 __ K16436 __ K13332
M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	K10944+K10945+K10946 K10535 K00370+K00371	K10944&K10945&K10946__K10535__K00370&K00371	K10944 & K10945 & K10946 __ K10535 __ K00370 & K00371
M00805	Staurosporine biosynthesis, tryptophan => staurosporine	K20075 K20076 K20077+K20078 K20079 K20080 K20081 K20082	K20075__K20076__K20077&K20078__K20079__K20080__K20081__K20082	K20075 __ K20076 __ K20077 & K20078 __ K20079 __ K20080 __ K20081 __ K20082
M00808	Violacein biosynthesis, tryptophan => violacein	K20086 K20087+K20088 K20089 K20090	K20086__K20087&K20088__K20089__K20090	K20086 __ K20087 & K20088 __ K20089 __ K20090
M00810	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	K19818+K19819+K19820 (K19826,K19890) K19185+K19186+K19187 K19188 -K20155	K19818&K19819&K19820__(K19826|K19890)__K19185&K19186&K19187__K19188	K19818 & K19819 & K19820 __ ( K19826 | K19890 ) __ K19185 & K19186 & K19187 __ K19188
M00811	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	K20169 (K20170,(K20158 K19700)) K20171-K20172 K15359,K18276	(K20169)__((K20170|(K20158&K19700)))__(K20171)__(K15359)|(K18276)	( K20169 ) __ ( ( K20170 | ( K20158 & K19700 ) ) ) __ ( K20171 ) __ ( K15359 ) | ( K18276 )
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K19969 K19979 K19974 K20424 K20425 K20426 K20427 K20430 -- --	K19969__K19979__K19974__K20424__K20425__K20426__K20427__K20430	K19969 __ K19979 __ K19974 __ K20424 __ K20425 __ K20426 __ K20427 __ K20430
M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K19969 K20431 K20432 K20433 K20434 K20435 K20436 K20437 K20438	K19969__K20431__K20432__K20433__K20434__K20435__K20436__K20437__K20438	K19969 __ K20431 __ K20432 __ K20433 __ K20434 __ K20435 __ K20436 __ K20437 __ K20438
M00819	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone	K12250 K15907 -- K18056 K17747 K18091 K18057 K17476	K12250__K15907__K18056__K17747__K18091__K18057__K17476	K12250 __ K15907 __ K18056 __ K17747 __ K18091 __ K18057 __ K17476
M00823	Chlortetracycline biosynthesis, pretetramide => chlortetracycline	K14251 K14252 K14253 K14254 K14255 K14256 K21301 K14257+K21297	K14251__K14252__K14253__K14254__K14255__K14256__K21301__K14257&K21297	K14251 __ K14252 __ K14253 __ K14254 __ K14255 __ K14256 __ K21301 __ K14257 & K21297
M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA	K20159+K21175 K20156 K21176 K21177 K21178 K21179	K20159&K21175__K20156__K21176__K21177__K21178__K21179	K20159 & K21175 __ K20156 __ K21176 __ K21177 __ K21178 __ K21179
M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	K21183 K21181 K21182 K16431 K21184 K21185	K21183__K21181__K21182__K16431__K21184__K21185	K21183 __ K21181 __ K21182 __ K16431 __ K21184 __ K21185
M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP	K21183 K21181 K21182 K21188	K21183__K21181__K21182__K21188	K21183 __ K21181 __ K21182 __ K21188
M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	K15320 K21191 K21192	K15320__K21191__K21192	K15320 __ K21191 __ K21192
M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	K20422 K20420 K20421 K20423	K20422__K20420__K20421__K20423	K20422 __ K20420 __ K20421 __ K20423
M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	K13063 K20261 K06998 K20260 K20262 K21103 K20940	K13063__K20261__K06998__K20260__K20262__K21103__K20940	K13063 __ K20261 __ K06998 __ K20260 __ K20262 __ K21103 __ K20940
M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430	K22011 K22012 (K21610+K21611) K21612	K22011__K22012__(K21610&K21611)__K21612	K22011 __ K22012 __ ( K21610 & K21611 ) __ K21612
M00837	Prodigiosin biosynthesis, L-proline => prodigiosin	K21780+K21781 K21782 K21783 K21784 K21785 K21786 K21428 K21778 K21779 K21787	K21780&K21781__K21782__K21783__K21784__K21785__K21786__K21428__K21778__K21779__K21787	K21780 & K21781 __ K21782 __ K21783 __ K21784 __ K21785 __ K21786 __ K21428 __ K21778 __ K21779 __ K21787
M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	K21780+K21781 K21782 K21783 K21784 K21785 K21786 K21791 K21792 K21793 K21787	K21780&K21781__K21782__K21783__K21784__K21785__K21786__K21791__K21792__K21793__K21787	K21780 & K21781 __ K21782 __ K21783 __ K21784 __ K21785 __ K21786 __ K21791 __ K21792 __ K21793 __ K21787
M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	K14652 K22100 -- K01633 K13941 K22099 K00287	K14652__K22100__K01633__K13941__K22099__K00287	K14652 __ K22100 __ K01633 __ K13941 __ K22099 __ K00287
M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	K01495 K22101 K13941 K11754 K13998	K01495__K22101__K13941__K11754__K13998	K01495 __ K22101 __ K13941 __ K11754 __ K13998
M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	K01495 K01737 K00072	K01495__K01737__K00072	K01495 __ K01737 __ K00072
M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	K01495 K01737 K17745	K01495__K01737__K17745	K01495 __ K01737 __ K17745
M00844	Arginine biosynthesis, ornithine => arginine	K00611 K01940 (K01755,K14681)	K00611__K01940__(K01755|K14681)	K00611 __ K01940 __ ( K01755 | K14681 )
