metamdb_pathway_id,inhouse_id,source_database,source_db_id,kegg_module_id,pathway_id,pathway_description,reaction_ids,ec_numbers,ec3_numbers
2967.0,ME.2967,kegg,rn00561,,11056,Glycerolipid metabolism,50864|50864|50844|50843|50863|50830|50831|50862|50832|50833|50834|50835|50836|50862|50842|50837|50838|50839|50840|50841|50861|50860|50859|50858|50857|50856|50855|50854|50853|50852|50852|50878|50875|50851|50850|50849|50877|50848|50876|50847|50846|50845|50844|50866|50844|50844|50844|50844|50844|50844|50844|50874|50873|50872|50844|50871|50870|50844|50869|50869|50868|50867|50865|50864,1.2.1.3|1.2.1.5|1.1.1.21|2.4.99.5|2.3.1.22|3.1.3.21|3.1.3.4|1.1.1.72|1.1.1|1.1.1|4.2.1.30|1.1.1.202|2.3.1.158|1.1.1.21|2.4.1.46|3.13.1.1|2.3.1.15|2.3.1.20|2.3.1.51|2.4.1.208|2.3.1.274|2.4.1.315|2.3.1.134|3.1.1.79|3.1.1.79|3.1.3.106|2.3.1.275|2.7.1.165|2.4.1.241|2.7.7.9|2.7.7.64|2.3.1.141|2.7.1.94|2.7.1.31|2.7.1.30|2.3.1.274|2.7.1.29|2.4.1.315|2.7.1.121|2.7.1.107|2.4.1.336|1.1.1.202|1.1.1.287|1.1.1.11|1.1.1.156|1.1.1.9|1.1.1.6|1.1.1|1.1.1.1|2.7.8.20|2.7.8.20|2.3.1.141|1.1.1.14|2.4.1.184|3.2.1.22|1.1.99.22|2.3.1.20|2.3.1.22|3.1.1.3|3.1.1.34|3.1.1.26|1.2.1.89,1.2.1|1.2.1|1.1.1|2.4.99|2.3.1|3.1.3|3.1.3|1.1.1|1.1.1|1.1.1|4.2.1|1.1.1|2.3.1|1.1.1|2.4.1|3.13.1|2.3.1|2.3.1|2.3.1|2.4.1|2.3.1|2.4.1|2.3.1|3.1.1|3.1.1|3.1.3|2.3.1|2.7.1|2.4.1|2.7.7|2.7.7|2.3.1|2.7.1|2.7.1|2.7.1|2.3.1|2.7.1|2.4.1|2.7.1|2.7.1|2.4.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|2.7.8|2.7.8|2.3.1|1.1.1|2.4.1|3.2.1|1.1.99|2.3.1|2.3.1|3.1.1|3.1.1|3.1.1|1.2.1
2969.0,ME.2969,kegg,rn00521,,7751,Streptomycin biosynthesis,31330|31335|31334|31333|31328|31327|31326|31325|31324|31317|31316|31323|31322|31321|31320|31319|31318|31317|31317|31338|31337|31317|31332|31336|31331|31330|31317|31329|31328,2.7.1|2.7.1.2|2.6.1.56|2.6.1.50|2.4.2.27|2.7.1.65|5.4.2.3|3.1.3.40|2.1.4.2|4.2.1.46|1.1.1.18|1.1.1.133|5.5.1.4|3.1.3.25|5.4.2.10|5.4.2.2|5.4.2.8|2.7.1.72|3.1.3.39|2.7.1.65|5.4.2.5|2.7.7.24|2.7.1.1,2.7.1|2.7.1|2.6.1|2.6.1|2.4.2|2.7.1|5.4.2|3.1.3|2.1.4|4.2.1|1.1.1|1.1.1|5.5.1|3.1.3|5.4.2|5.4.2|5.4.2|2.7.1|3.1.3|2.7.1|5.4.2|2.7.7|2.7.1
2972.0,ME.2972,kegg,rn00440,,10756,Phosphonate and phosphinate metabolism,48665|48654|48656|48643|48632|48641|48637|48659|48649|48638|48660|48662|48646|48647|48650|48647|48644|48653|48633|48610|48645|48648|48611|48612|48613|48633|48614|48615|48634|48661|48630|48624|48616|48617|48625|48655|48618|48635|48626|48627|48619|48620|48636|48621|48663|48639|48628|48629|48658|48622|48640|48631|48642|48651|48623|48657|48666|48652|48664,1.13.11.72|2.3.1.280|4.7.1.1|2.7.8.2|2.7.8.1|2.1.1.326|1.13.11.89|3.11.1.2|2.7.8.1|3.11.1.1|2.6.1.37|2.7.8.23|1.13.11.72|5.4.2.9|4.1.1.82|1.1.1.309|2.3.3.19|1.14.11.46|3.11.1.3|2.3.1.183|3.1.4.57|2.1.1.326|1.1.1.309|2.3.1.183|3.1.4.57|4.2.1.166|1.13.11.73|2.7.8.37|3.1.1|3.6.1.63|2.7.7.15|2.7.7.93|2.3.3.18|3.1.4.55|1.2.1|2.7.7.14|1.13.11.78,1.13.11|2.3.1|4.7.1|2.7.8|2.7.8|2.1.1|1.13.11|3.11.1|2.7.8|3.11.1|2.6.1|2.7.8|1.13.11|5.4.2|4.1.1|1.1.1|2.3.3|1.14.11|3.11.1|2.3.1|3.1.4|2.1.1|1.1.1|2.3.1|3.1.4|4.2.1|1.13.11|2.7.8|3.1.1|3.6.1|2.7.7|2.7.7|2.3.3|3.1.4|1.2.1|2.7.7|1.13.11
2973.0,ME.2973,kegg,rn00062,,8649,Fatty acid elongation,36694|36688|36687|36686|36685|36695|36696|36684|36684|36683|36697|36697|36682|36681|36697|36680|36697|36679|36678|36677|36676|36675|36698|36698|36674|36673|36672|36698|36671|36671|36705|36699|36699|36700|36700|36700|36700|36701|36701|36702|36702|36702|36703|36704|36704|36706|36706|36706|36706|36689|36690|36691|36692|36693|36694|36694,1.1.1.36|4.2.1.150|2.3.1.16|2.3.1.16|2.3.1.16|1.1.1.330|2.3.1.199|2.3.1.16|2.3.1.9|1.1.1.35|1.3.1.44|1.3.1.10|1.1.1.35|1.1.1.35|1.3.1.8|1.1.1.211|1.3.1.38|4.2.1.134|1.3.1.93|4.2.1.119|3.1.2.2|4.2.1.17|1.3.1.10|1.3.1.8|2.3.1.16|1.3.1.8|4.2.1.17|1.3.1.38|2.3.1.16|2.3.1.155|1.3.1.8|1.3.1.38|1.3.1.10|1.3.1.8|1.3.1.38|1.3.1.39|1.3.1.8|1.3.1.38|1.1.1.35|4.2.1.17|1.1.1.211|2.3.1.16|1.1.1.35|1.1.1.211|4.2.1.134|4.2.1.17|4.2.1.74|4.2.1.119|4.2.1.17|4.2.1.17|4.2.1.17|4.2.1.17|1.3.1.8|1.1.1.35|1.1.1.211,1.1.1|4.2.1|2.3.1|2.3.1|2.3.1|1.1.1|2.3.1|2.3.1|2.3.1|1.1.1|1.3.1|1.3.1|1.1.1|1.1.1|1.3.1|1.1.1|1.3.1|4.2.1|1.3.1|4.2.1|3.1.2|4.2.1|1.3.1|1.3.1|2.3.1|1.3.1|4.2.1|1.3.1|2.3.1|2.3.1|1.3.1|1.3.1|1.3.1|1.3.1|1.3.1|1.3.1|1.3.1|1.3.1|1.1.1|4.2.1|1.1.1|2.3.1|1.1.1|1.1.1|4.2.1|4.2.1|4.2.1|4.2.1|4.2.1|4.2.1|4.2.1|4.2.1|1.3.1|1.1.1|1.1.1
2975.0,ME.2975,kegg,rn00473,,10956,D-Alanine metabolism,49841|49845|49844|49843|49842,6.3.2.16|2.6.1.21|2.6.1.21|6.1.1.13|6.3.2.4,6.3.2|2.6.1|2.6.1|6.1.1|6.3.2
2977.0,ME.2977,kegg,rn00261,,11016,Monobactam biosynthesis,50244|50254|50246|50242|50253|50235|50250|50230|50231|50236|50237|50238|50239|50240|50241|50248|50232|50247|50229|50249|50233|50243|50252|50245|50251|50234,2.7.7.4|1.17.1.8|1.17.1.8|1.1.3.46|2.5.1.38|1.13.11.46|2.6.1.103|3.4.11|2.3.1|2.3.1.89|4.3.3.7|2.5.1.38|2.7.2.4,2.7.7|1.17.1|1.17.1|1.1.3|2.5.1|1.13.11|2.6.1|3.4.11|2.3.1|2.3.1|4.3.3|2.5.1|2.7.2
2979.0,ME.2979,kegg,rn00472,,8793,D-Arginine and D-ornithine metabolism,37559|37560|37566|37561|37562|37556|37558|37564|37565|37555|37567|37554|37553|37557|37563,1.4.1.25|4.1.1.116|1.4.3.3|1.4.3.3|1.4.1.26|1.4.1.25|3.5.3.7|2.6.1.21|1.4.1.12|2.6.1.21|5.4.3.5|3.5.3.10|1.4.99.6,1.4.1|4.1.1|1.4.3|1.4.3|1.4.1|1.4.1|3.5.3|2.6.1|1.4.1|2.6.1|5.4.3|3.5.3|1.4.99
2980.0,ME.2980,kegg,rn00997,,8508,Biosynthesis of various secondary metabolites - part 3,35813|35816|35817|35790|35791|35792|35793|35818|35794|35795|35796|35797|35798|35799|35800|35801|35802|35821|35803|35820|35804|35805|35806|35807|35808|35809|35810|35811|35812|35814|35815|35819,6.3.2.57|2.3.1.30|2.1.1.343|2.1.1.343|2.6.99.3|3.5.3.25|4.1.99.20|6.3.3.5|4.1.2.56|1.10.3.15|6.3.2.46|6.3.2.47|6.3.2.47|6.3.2.47|1.5.1.51|2.5.1.140|2.6.1.114|2.6.1.114|2.6.1.114|2.7.1.225|4.1.1.117|6.3.2.54|6.3.2.55|6.3.2.56|6.3.2.58|3.1.3,6.3.2|2.3.1|2.1.1|2.1.1|2.6.99|3.5.3|4.1.99|6.3.3|4.1.2|1.10.3|6.3.2|6.3.2|6.3.2|6.3.2|1.5.1|2.5.1|2.6.1|2.6.1|2.6.1|2.7.1|4.1.1|6.3.2|6.3.2|6.3.2|6.3.2|3.1.3
2981.0,ME.2981,kegg,rn00625,,10640,Chloroalkane and chloroalkene degradation,47936|47938|47931|47952|47939|47940|47943|47950|47953|47931|47953|47953|47954|47954|47930|47954|47957|47930|47946|47963|47930|47958|47937|47929|47929|47928|47942|47955|47928|47927|47927|47926|47960|47925|47925|47949|47962|47925|47924|47947|47923|47922|47921|47920|47919|47918|47917|47916|47951|47916|47915|47914|47941|47944|47959|47956|47948|47961|47945|47932|47933|47934|47935|47931,3.8.1.5|1.21.99.5|1.2.1.10|1.21.99.5|1.21.99.5|1.1.2.7|1.14.13.25|1.14.12.3|1.1.1.284|1.18.1.3|1.14.12.11|1.14.12.3|1.18.1.3|1.1.1.1|1.14.12.11|1.14.99.39|1.2.1.10|1.1.2.7|1.1.1.284|5.3.2.1|3.8.1|5.3.2.1|3.8.1|3.3.2.10|3.3.2.9|1.18.6.1|1.14.13.25|1.14.13.69|1.14.13|3.8.1.5|1.2.98.1|1.2.1.46|4.4.1.23|1.14.13.69|1.2.1.4|1.14.13.69|3.8.1.3|4.1.1|4.2.1.155|4.2.1.112|4.5.1.3|1.2.1.3|1.2.1.3|1.1.2.8|3.8.1.5|1.1.1.1,3.8.1|1.21.99|1.2.1|1.21.99|1.21.99|1.1.2|1.14.13|1.14.12|1.1.1|1.18.1|1.14.12|1.14.12|1.18.1|1.1.1|1.14.12|1.14.99|1.2.1|1.1.2|1.1.1|5.3.2|3.8.1|5.3.2|3.8.1|3.3.2|3.3.2|1.18.6|1.14.13|1.14.13|1.14.13|3.8.1|1.2.98|1.2.1|4.4.1|1.14.13|1.2.1|1.14.13|3.8.1|4.1.1|4.2.1|4.2.1|4.5.1|1.2.1|1.2.1|1.1.2|3.8.1|1.1.1
2982.0,ME.2982,kegg,rn00550,,10248,Peptidoglycan biosynthesis,45801|45802|45804|45796|45803|45797|45805|45817|45806|45807|45808|45809|45818|45810|45811|45812|45813|45814|45798|45799|45815|45816|45800,3.6.1.27|1.3.1.98|6.3.2.10|2.4.1.227|6.3.2.13|2.5.1.7|2.7.1.66|2.7.8.13|2.7.8.13|6.3.2.4|2.4.1.227|6.3.2.10|1.3.1.98|6.3.5.13|2.4.1.227|2.3.2.17|6.3.2.7|6.3.2.8|2.3.2.18|2.3.2.10|6.3.2.9,3.6.1|1.3.1|6.3.2|2.4.1|6.3.2|2.5.1|2.7.1|2.7.8|2.7.8|6.3.2|2.4.1|6.3.2|1.3.1|6.3.5|2.4.1|2.3.2|6.3.2|6.3.2|2.3.2|2.3.2|6.3.2
2984.0,ME.2984,kegg,rn00400,,10330,"Phenylalanine, tyrosine and tryptophan biosynthesis",46315|46296|46294|46294|46315|46314|46313|46312|46311|46310|46309|46331|46308|46294|46295|46307|46306|46336|46305|46304|46303|46302|46333|46318|46319|46317|46320|46301|46294|46332|46316|46315|46301|46301|46300|46301|46321|46322|46323|46324|46325|46299|46326|46327|46328|46329|46329|46330|46298|46293|46292|46337|46297|46334|46291|46290|46335|46289,2.6.1.1|4.2.1.20|1.3.1.78|1.3.1.79|2.6.1.57|1.4.3.2|1.4.3.2|1.4.1.24|2.2.1.11|2.2.1.11|2.2.1.10|1.1.5.8|4.2.1.118|1.3.1.43|4.2.1.10|1.3.1.78|5.3.1.24|1.1.5.8|4.2.1.91|1.1.1.24|1.1.1.282|2.7.1.71|2.3.3|5.4.99.5|4.1.3.27|4.2.3.5|4.2.1.51|2.6.1.5|1.3.1.12|4.1.3.27|2.6.1.58|2.6.1.27|2.6.1.27|2.6.1.1|2.5.1.54|2.6.1.57|1.3.1.12|1.3.1.13|2.6.1.78|2.6.1.79|4.1.2.8|2.4.2.18|4.2.1.122|3.3.2.13|4.1.3.45|1.4.1.20|1.4.1.5|4.2.1.96|2.5.1.19|1.4.1.20|4.1.1.48|2.6.1.58|4.2.1|1.1.1.25|1.1.1.24|1.1.1|4.2.3.4,2.6.1|4.2.1|1.3.1|1.3.1|2.6.1|1.4.3|1.4.3|1.4.1|2.2.1|2.2.1|2.2.1|1.1.5|4.2.1|1.3.1|4.2.1|1.3.1|5.3.1|1.1.5|4.2.1|1.1.1|1.1.1|2.7.1|2.3.3|5.4.99|4.1.3|4.2.3|4.2.1|2.6.1|1.3.1|4.1.3|2.6.1|2.6.1|2.6.1|2.6.1|2.5.1|2.6.1|1.3.1|1.3.1|2.6.1|2.6.1|4.1.2|2.4.2|4.2.1|3.3.2|4.1.3|1.4.1|1.4.1|4.2.1|2.5.1|1.4.1|4.1.1|2.6.1|4.2.1|1.1.1|1.1.1|1.1.1|4.2.3
2985.0,ME.2985,kegg,rn00901,,10019,Indole alkaloid biosynthesis,44449|44450|44454|44484|44453|44460|44480|44472|44467|44481|44457|44461|44473|44455|44468|44462|44469|44474|44482|44478|44479|44470|44452|44483|44477|44451|44459|44464|44471|44463|44465|44466|44476|44475|44414|44415|44416|44417|44418|44419|44420|44421|44422|44423|44424|44425|44426|44485|44427|44428|44429|44430|44431|44432|44458|44433|44434|44434|44435|44436|44437|44438|44439|44440|44456|44441|44442|44443|44444|44445|44446|44447|44448,1.14.99.59|1.3.1.36|4.1.1.105|3.2.1.105|1.14.11.20|1.3.1.73|2.1.1.99|2.5.1.34|4.3.3.2|3.1.1.80|3.1.1.80|1.1.1.332|1.5.1.44|2.1.1.261|2.3.1.205|2.5.1.100|3.2.1.125|1.5.1.46|1.3.1.100|1.1.99.41|1.1.99.41|2.1.1.345|2.1.1.345|2.5.1.34|2.7.1.222|4.1.1.105|4.1.1.28|2.7.1.222|1.5.1.32|1.14.14.103|1.1.1.273|1.14.14.104|2.1.1.94|2.1.1|2.3.1.107|2.3.1.160|2.4.1.219|3.1.1.78|3.2.1.125|1.14.14.136|1.14.14.50|1.14.14.50,1.14.99|1.3.1|4.1.1|3.2.1|1.14.11|1.3.1|2.1.1|2.5.1|4.3.3|3.1.1|3.1.1|1.1.1|1.5.1|2.1.1|2.3.1|2.5.1|3.2.1|1.5.1|1.3.1|1.1.99|1.1.99|2.1.1|2.1.1|2.5.1|2.7.1|4.1.1|4.1.1|2.7.1|1.5.1|1.14.14|1.1.1|1.14.14|2.1.1|2.1.1|2.3.1|2.3.1|2.4.1|3.1.1|3.2.1|1.14.14|1.14.14|1.14.14
2989.0,ME.2989,kegg,rn00909,,8420,Sesquiterpenoid and triterpenoid biosynthesis,35238|35239|35240|35241|35242|35213|35243|35244|35245|35247|35246|35212|35188|35211|35181|35248|35210|35209|35208|35249|35187|35207|35182|35206|35205|35204|35203|35202|35194|35195|35201|35185|35200|35186|35191|35199|35192|35198|35197|35183|35180|35179|35178|35196|35177|35176|35175|35189|35174|35173|35172|35171|35250|35170|35215|35169|35216|35168|35217|35167|35166|35218|35219|35220|35221|35222|35223|35224|35190|35225|35226|35227|35228|35229|35230|35184|35214|35231|35193|35232|35233|35234|35235|35236|35214|35237|35237|35237|35237,1.14.14.149|1.14.14.150|1.14.14.151|1.14.14.151|1.14.14.134|5.4.99.40|4.2.1.123|5.4.99.34|5.4.99.37|1.14.14.95|1.14.14.95|5.4.99.38|4.2.3.48|4.2.1.128|4.2.3.39|4.2.3.76|4.2.3.75|5.4.99.36|3.1.7.6|5.4.99.35|4.2.3.40|5.4.99.33|5.4.99.32|5.4.99.31|4.2.1.124|4.2.3.73|5.5.1.17|4.1.99.16|4.2.3.71|4.2.3.55|4.2.3.70|4.2.3.59|4.2.3.57|4.2.3.69|4.2.3.58|4.2.3.67|4.2.3.66|4.2.3.46|4.2.3.38|4.2.3.37|1.14.13.106|4.2.3.61|1.14.13.106|1.14.13.106|1.14.13.106|4.2.3.50|5.4.99.41|5.4.99.39|4.2.1.125|4.2.3.24|4.2.3.22|4.2.3.86|4.2.3.7|4.2.3.78|4.2.3.21|4.2.3.79|4.2.3.97|4.2.3.6|5.4.99.57|5.4.99.47|2.5.1.103|1.14.15.32|4.2.1.138|4.2.3.89|4.2.3.198|4.2.3.56|5.4.99.48|5.4.99.52|5.4.99.53|5.4.99.54|4.2.3.96|4.2.3.104|4.2.3.47|1.1.1.354|4.2.3.137|4.2.3.60|4.2.3.23|1.14.14.17|5.4.99.17|4.2.1.129|4.2.3.9|1.1.1.347|1.3.1.96|1.3.1.97|2.5.1.103|2.5.1.21,1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|5.4.99|4.2.1|5.4.99|5.4.99|1.14.14|1.14.14|5.4.99|4.2.3|4.2.1|4.2.3|4.2.3|4.2.3|5.4.99|3.1.7|5.4.99|4.2.3|5.4.99|5.4.99|5.4.99|4.2.1|4.2.3|5.5.1|4.1.99|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|1.14.13|4.2.3|1.14.13|1.14.13|1.14.13|4.2.3|5.4.99|5.4.99|4.2.1|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|5.4.99|5.4.99|2.5.1|1.14.15|4.2.1|4.2.3|4.2.3|4.2.3|5.4.99|5.4.99|5.4.99|5.4.99|4.2.3|4.2.3|4.2.3|1.1.1|4.2.3|4.2.3|4.2.3|1.14.14|5.4.99|4.2.1|4.2.3|1.1.1|1.3.1|1.3.1|2.5.1|2.5.1
2991.0,ME.2991,kegg,rn00965,,9592,Betalain biosynthesis,41981|41980|41992|41983|41975|41993|41989|41991|41990|41987|41984|41968|41969|41982|41970|41970|41971|41994|41972|41973|41973|41976|41977|41978|41988|41985|41995|41996|41974|41986|41979,2.4.1|4.1.1.28|1.13.11.29|1.10.3.1|1.14.18.1|1.10.3|2.1.1.6|1.10.3.1|1.14.18.1|2.4.1|2.4.1|2.4.1|1.10.3|2.3.1|2.3.1,2.4.1|4.1.1|1.13.11|1.10.3|1.14.18|1.10.3|2.1.1|1.10.3|1.14.18|2.4.1|2.4.1|2.4.1|1.10.3|2.3.1|2.3.1
2993.0,ME.2993,kegg,rn00401,,9232,Novobiocin biosynthesis,39914|39903|39911|39889|39898|39912|39889|39889|39889|39890|39906|39891|39900|39892|39893|39899|39894|39895|39896|39902|39901|39915|39909|39908|39907|39918|39905|39918|39917|39916|39897|39913|39911|39904|39910,2.1.1.285|2.4.1.302|2.6.1.57|1.3.1.12|2.6.1.1|2.6.1.27|2.6.1.5|2.1.1.284|2.1.1.285|6.2.1.53|2.1.3.12|2.4.1.302|1.3.8.14|2.5.1.111|6.3.1.15|1.13.11.83|2.1.1.284|6.3.1.15|6.3.1.15|6.3.1.15|1.13.12.23|2.4.1.302|2.1.1.285,2.1.1|2.4.1|2.6.1|1.3.1|2.6.1|2.6.1|2.6.1|2.1.1|2.1.1|6.2.1|2.1.3|2.4.1|1.3.8|2.5.1|6.3.1|1.13.11|2.1.1|6.3.1|6.3.1|6.3.1|1.13.12|2.4.1|2.1.1
2994.0,ME.2994,kegg,rn00254,,9282,Aflatoxin biosynthesis,40203|40210|40199|40192|40212|40193|40216|40215|40213|40211|40189|40209|40204|40191|40197|40198|40190|40194|40206|40214|40188|40196|40200|40202|40195|40205|40201|40208|40207,2.3.1.221|6.4.1.2|1.1.1.353|1.1.1.353|1.1.1.349|1.1.1.353|1.1.1.352|4.2.1.142|4.2.1.143|1.1.1.352|2.1.1.110|1.14.14.116|1.13.12.20|3.1.1.94|2.1.1.109|2.1.1.110|3.1.1.94|1.14.14.116|2.1.1.109|1.14.14.117|1.14.14.117,2.3.1|6.4.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|4.2.1|4.2.1|1.1.1|2.1.1|1.14.14|1.13.12|3.1.1|2.1.1|2.1.1|3.1.1|1.14.14|2.1.1|1.14.14|1.14.14
3003.0,ME.3003,kegg,rn00405,,10942,Phenazine biosynthesis,49778|49769|49770|49789|49768|49787|49777|49776|49790|49791|49797|49775|49785|49783|49792|49788|49786|49779|49774|49780|49781|49782|49784|49794|49795|49796|49773|49793|49772|49771,1.10.3.16|3.3.2.15|5.3.3.17|6.2.1.32|1.10.3.16|1.10.3.16|3.1.2.32|2.3.1.230|2.1.1.327|4.1.3.27|2.6.1.86|1.10.3.16|1.14.13.218|2.3.1.230|2.3.1.262|2.3.1.262|1.14.13.218|2.5.1.121|1.14.13.182,1.10.3|3.3.2|5.3.3|6.2.1|1.10.3|1.10.3|3.1.2|2.3.1|2.1.1|4.1.3|2.6.1|1.10.3|1.14.13|2.3.1|2.3.1|2.3.1|1.14.13|2.5.1|1.14.13
3004.0,ME.3004,kegg,rn01058,,9663,Acridone alkaloid biosynthesis,42448|42447,6.2.1|2.1.1.111,6.2.1|2.1.1
3005.0,ME.3005,kegg,rn00510,,7958,N-Glycan biosynthesis,32414|32416|32417|32418|32413|32419|32415|32421|32420|32412,2.4.1.117|2.4.1.142|2.4.1.141|2.7.1.108|3.6.1.43|2.7.8.15|2.4.1.83|1.3.1.94|3.1.4.48|3.1.3.51,2.4.1|2.4.1|2.4.1|2.7.1|3.6.1|2.7.8|2.4.1|1.3.1|3.1.4|3.1.3
3006.0,ME.3006,kegg,rn00364,,8429,Fluorobenzoate degradation,35311|35299|35292|35293|35312|35290|35295|35300|35294|35301|35277|35278|35279|35280|35280|35281|35282|35283|35284|35284|35284|35284|35285|35286|35287|35288|35291|35296|35297|35302|35303|35304|35305|35306|35307|35308|35309|35298|35289|35310,1.21.1.2|3.8.1.7|1.14.12.13|3.5.5.1|3.5.5.6|6.2.1.33|5.5.1.1|3.8.1.7|6.2.1.32|6.2.1.27|6.2.1.25|6.2.1.33|1.3.1.32|1.13.11.1|1.14.13.50|3.1.1.45|4.2.1.84|1.14.12.10|1.14.12.10|1.14.12.10|1.14.12.10|1.14.12.10|1.3.1.25|1.3.1.25|1.3.1.25|5.5.1.7|3.1.1.45,1.21.1|3.8.1|1.14.12|3.5.5|3.5.5|6.2.1|5.5.1|3.8.1|6.2.1|6.2.1|6.2.1|6.2.1|1.3.1|1.13.11|1.14.13|3.1.1|4.2.1|1.14.12|1.14.12|1.14.12|1.14.12|1.14.12|1.3.1|1.3.1|1.3.1|5.5.1|3.1.1
3007.0,ME.3007,kegg,rn00780,,8407,Biotin metabolism,35098|35109|35109|35108|35108|35107|35099|35102|35091|35110|35092|35104|35106|35103|35103|35100|35103|35107|35103|35101|35093|35087|35094|35088|35095|35096|35096|35096|35096|35105|35096|35089|35090|35097|35113|35112|35112|35111|35111|35104,1.1.1.100|1.3.1.9|1.3.1.10|2.3.1.179|2.3.1.41|1.3.1.9|4.2.1.59|1.14.14.46|2.6.1.105|2.3.1.41|6.3.4.11|6.3.4.15|2.8.1.6|6.3.4.10|1.3.1.10|6.3.4.9|6.2.1.11|6.2.1.14|6.3.3.3|3.5.1.12|2.6.1.62|2.3.1.47|6.3.4.10|6.2.1.11|6.3.4.15|6.3.4.11|1.1.1.100|6.3.4.9|2.1.1.197|3.1.1.85|2.3.1.47|2.3.1.47|2.3.1.179|2.3.1.41|2.3.1.179|2.3.1.41|2.3.1.179,1.1.1|1.3.1|1.3.1|2.3.1|2.3.1|1.3.1|4.2.1|1.14.14|2.6.1|2.3.1|6.3.4|6.3.4|2.8.1|6.3.4|1.3.1|6.3.4|6.2.1|6.2.1|6.3.3|3.5.1|2.6.1|2.3.1|6.3.4|6.2.1|6.3.4|6.3.4|1.1.1|6.3.4|2.1.1|3.1.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1
3009.0,ME.3009,kegg,rn00908,,8235,Zeatin biosynthesis,34092|34099|34100|34101|34096|34101|34108|34110|34124|34124|34096|34095|34094|34121|34093|34122|34098|34091|34106|34113|34123|34103|34115|34114|34117|34118|34105|34112|34102|34107|34120|34111|34116|34109|34104|34119|34097,2.4.1.215|2.5.1.112|2.5.1.24|3.2.2.7|2.4.1.203|3.2.2.3|2.4.1|2.5.1.75|2.4.1|2.4.1.118|2.4.2.40|2.4.1.203|2.5.1.27|1.3.1.69|2.5.1.112|1.5.99.12|2.5.1.50,2.4.1|2.5.1|2.5.1|3.2.2|2.4.1|3.2.2|2.4.1|2.5.1|2.4.1|2.4.1|2.4.2|2.4.1|2.5.1|1.3.1|2.5.1|1.5.99|2.5.1
3011.0,ME.3011,kegg,rn00600,,8995,Sphingolipid metabolism,38596|38595|38594|38593|38592|38591|38590|38589|38613|38621|38588|38587|38586|38585|38584|38583|38606|38582|38606|38581|38580|38606|38609|38610|38611|38606|38612|38614|38607|38615|38607|38618|38616|38617|38604|38603|38602|38619|38601|38601|38601|38601|38600|38599|38598|38598|38605|38597|38620|38606|38608,2.4.1.80|2.4.1.47|3.5.1.23|2.7.8.27|2.8.2.11|2.7.8.3|2.7.8.10|2.7.1.138|2.3.1.24|2.7.1.91|2.4.1.23|2.3.1.50|2.3.1.24|4.1.2.27|1.1.1.102|2.3.1.291|3.1.6.8|2.3.1.299|3.1.4.41|3.1.4.12|2.3.1.24|3.5.1.23|2.4.1.241|2.8.2.11|2.3.1.297|1.14.18.5|2.3.1.24|3.1.3|3.2.1.23|3.1.3.4|3.2.1.18|3.2.1.22|1.14.18.5|2.4.1.274|3.2.1.46|2.3.1.24|3.2.1.45|3.2.1.62|3.2.1.21|3.2.1.104|4.3.2|3.1.3|3.1.3.4|3.1.3|1.14.19.17|2.7.1.91|1.14.19.17|2.3.1.298|3.5.1.23,2.4.1|2.4.1|3.5.1|2.7.8|2.8.2|2.7.8|2.7.8|2.7.1|2.3.1|2.7.1|2.4.1|2.3.1|2.3.1|4.1.2|1.1.1|2.3.1|3.1.6|2.3.1|3.1.4|3.1.4|2.3.1|3.5.1|2.4.1|2.8.2|2.3.1|1.14.18|2.3.1|3.1.3|3.2.1|3.1.3|3.2.1|3.2.1|1.14.18|2.4.1|3.2.1|2.3.1|3.2.1|3.2.1|3.2.1|3.2.1|4.3.2|3.1.3|3.1.3|3.1.3|1.14.19|2.7.1|1.14.19|2.3.1|3.5.1
3013.0,ME.3013,kegg,rn00363,,8535,Bisphenol degradation,35955|35963|35966|35961|35962|35964|35972|35958|35967|35969|35973|35971|35965|35957|35954|35953|35952|35951|35970|35960|35968|35959|35956,4.2.1|1.13.11.41|1.1.1|3.1.1|1.14.13.84,4.2.1|1.13.11|1.1.1|3.1.1|1.14.13
